description,location,date,bedroom,bathroom,price
5 bedroom detached duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 13 Jun 2020,5,6,"130,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki, Lagos",Added on 13 Jun 2020,4,4,"45,000,000"
4 bedroom terraced duplex for sale,"  Chevron, Lekki, Lagos",Added on 13 Jun 2020,4,4,"45,000,000"
?,"  Chevron, Lekki, Lagos",?,4,4,"45,000,000"
5 bedroom detached duplex for sale,"  Ikota, Lekki, Lagos",Added on 13 Jun 2020,5,4,"135,000,000"
3 bedroom terraced duplex for sale,"  Urban Prime 2, By Abraham Adesanya, Ajah, Lagos",Added on 04 May 2020,3,3,"38,000,000"
5 bedroom semi-detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 13 Jun 2020,5,6,"450,000,000"
5 bedroom detached duplex for sale,"  Lekki County, Ikota, Lekki, Lagos",Added on 03 May 2020,5,6,"80,000,000"
5 bedroom detached duplex for sale,"  Off House On The Rock Church, Ikate Elegushi, Lekki, Lagos",Added on 13 Jun 2020,5,5,"130,000,000"
5 bedroom house for sale,"  Seaside Estate, Badore, Ajah, Lagos",Added on 13 Jun 2020,5,6,"45,000,000"
5 bedroom detached bungalow for sale,"  Off Goloba Street , Close To Ansarudeen College, Isolo, Lagos",Added on 13 Jun 2020,5,6,"28,000,000"
5 bedroom detached duplex for sale,"  Orchid Hotel Road, 2nd Toll Gate, Lekki, Lagos",Added on 13 Jun 2020,5,5,"67,000,000"
4 bedroom terraced duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 13 Jun 2020,4,4,"72,000,000"
5 bedroom detached duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 13 Jun 2020,5,5,"130,000,000"
5 bedroom detached duplex for sale,"  Divine Home Estate Thomas Ajah, Ajiwe, Ajah, Lagos",Added on 13 Jun 2020,5,6,"60,000,000"
?,,?,,,
5 bedroom semi-detached duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 06 Jun 2020,5,5,"250,000,000"
4 bedroom terraced duplex for sale,"  Cheveron Drive, Lekki, Lagos",Added on 13 Jun 2020,4,4,"45,000,000"
4 bedroom detached duplex for sale,"  Thomas Estate, Ajah, Lagos",Added on 13 Jun 2020,4,5,"55,000,000"
4 bedroom terraced duplex for sale,"  Budo Peninsula Estate, Ajah, Lagos",Added on 13 Jun 2020,4,5,"33,000,000"
5 bedroom semi-detached duplex for sale,"  Megamount Estate, Lekki, Lagos",Added on 13 Jun 2020,5,5,"70,000,000"
4 bedroom detached duplex for sale,"  Chevron Alternative, Lekki Phase 2, Lekki, Lagos",Added on 13 Jun 2020,4,5,"70,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 03 Sep 2019,5,5,"85,000,000"
4 bedroom detached bungalow for sale,"  Morgan Estate Opposite Omole Phase 1., Ogba, Ikeja, Lagos",Added on 13 Jun 2020,4,4,"55,000,000"
3 bedroom detached bungalow for sale,"  Ibeju Lekki, Lagos",Added on 13 Jun 2020,3,4,"15,000,000"
4 bedroom detached duplex for sale,"  Phase 2, GRA, Magodo, Lagos",Added on 19 May 2020,4,4,"110,000,000"
?,"  Phase 2, GRA, Magodo, Lagos",?,4,4,"110,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 12 May 2020,5,5,"200,000,000"
3 bedroom terraced duplex for sale,"  Lifecamp District, Life Camp, Abuja",Added on 13 Jun 2020,3,3,"45,000,000"
4 bedroom terraced duplex for sale,"  Ilasan Opposite Ikate, Ilasan, Lekki, Lagos",Added on 13 Jun 2020,4,4,"65,000,000"
1 bedroom block of flats for sale,"  Mafogunde, Ibeju Lekki, Lagos",Added on 31 May 2020,1,1,"12,500,000"
4 bedroom detached duplex for sale,"  Chevron Drive, Lekki, Lagos",Added on 26 May 2020,4,5,"55,000,000"
3 bedroom terraced duplex for sale,"  Lekki, Lagos",Added on 11 Jun 2020,3,4,"33,000,000"
4 bedroom terraced duplex for sale,"  Lafiaji, Lekki, Lagos",Added on 13 Jun 2020,4,5,"40,000,000"
4 bedroom semi-detached duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 15 Mar 2020,4,6,"110,000,000"
7 bedroom house for sale,"  Victoria Gardens City, Lekki, VGC, Lekki, Lagos",Added on 12 Jun 2020,7,8,"300,000,000"
5 bedroom semi-detached duplex for sale,"  Banana Island, Ikoyi, Lagos",Added on 12 Jun 2020,5,5,"499,000,000"
3 bedroom terraced duplex for sale,"  Lavadia Urban Prime 4, Opposite Mother & Child Center, Abraham Adesanya, Ogombo, Ajah, Lagos",Added on 12 Jun 2020,3,3,"48,000,000"
?,,?,,,
3 bedroom semi-detached duplex for sale,"  Richland Gardens., Bogije, Ibeju Lekki, Lagos",Added on 12 Aug 2020,3,4,"26,000,000"
4 bedroom terraced duplex for sale,"  Oniru, Victoria Island (VI), Lagos",Added on 14 Oct 2019,4,4,"90,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 24 Oct 2019,5,5,"250,000,000"
5 bedroom detached duplex for sale,"  Arcadia Groove Estate, Osapa, Lekki, Lagos",Added on 02 Mar 2020,5,5,"140,000,000"
4 bedroom detached duplex for sale,"  Ajah, Lagos",Added on 16 Oct 2019,4,4,"33,000,000"
5 bedroom terraced duplex for sale,"  Oniru, Victoria Island (VI), Lagos",Added on 12 Jun 2020,5,4,"150,000,000"
4 bedroom terraced duplex for sale,"  Behind Shoprite, Maryland, Lagos",Added on 12 Jun 2020,4,4,"40,000,000"
5 bedroom detached duplex for sale,"  By Lekki 2nd Toll Gate, Lekki, Lagos",Added on 12 Jun 2020,5,5,"77,000,000"
4 bedroom semi-detached duplex for sale,"  By Lekki 2nd Toll Gate, Lekki, Lagos",Added on 12 Jun 2020,4,4,"66,000,000"
4 bedroom detached duplex for sale,"  Road 32, Ikota, Lekki, Lagos",Added on 12 Jun 2020,4,5,"70,000,000"
?,"  Road 32, Ikota, Lekki, Lagos",?,4,5,"70,000,000"
4 bedroom terraced duplex for sale,"  Agungi, Lekki, Lagos",Added on 12 Jun 2020,4,4,"60,000,000"
4 bedroom detached duplex for sale,"  Idado Estate, Lekki, Lagos",Added on 12 Jun 2020,4,4,"50,000,000"
5 bedroom detached duplex for sale,"  Parkview Estate, Old Ikoyi, Ikoyi, Lagos",Added on 12 Jun 2020,5,5,"300,000,000"
5 bedroom detached duplex for sale,"  Pinnock Beach Estate, Osapa, Lekki, Lagos",Added on 12 Jun 2020,5,5,"250,000,000"
6 bedroom detached duplex for sale,"  Berra Estate, Lekki, Lagos",Added on 12 Jun 2020,6,6,"100,000,000"
4 bedroom semi-detached duplex for sale,"  D 2 Wings For #83m Only, Crown Estate, Ajah, Lagos",Added on 13 Jan 2020,4,4,"42,000,000"
8 bedroom detached duplex for sale,"  Prince And Princess Estate, Gudu, Abuja",Added on 12 Jun 2020,8,10,"170,000,000"
4 bedroom detached duplex for sale,"  Victory Thomas Estate, Ajah, Lagos",Added on 12 Jun 2020,4,5,"58,000,000"
4 bedroom detached duplex for sale,"  Gra, Ikosi, Ketu, Lagos",Added on 12 Jun 2020,4,4,"70,000,000"
5 bedroom semi-detached duplex for sale,"  Pinnock Estate, Osapa, Lekki, Lagos",Added on 12 Jun 2020,5,5,"160,000,000"
4 bedroom terraced duplex for sale,"  Lekki Conservation Centre Road, Lekki Expressway, Lekki, Lagos",Added on 12 Jun 2020,4,4,"48,000,000"
?,,?,,,
4 bedroom semi-detached duplex for sale,"  Orchid, Ikota, Lekki, Lagos",Added on 13 Aug 2020,4,4,"58,000,000"
5 bedroom semi-detached duplex for sale,"  Mega Mound Estate, Lekki County Homes, Ikota, Lekki, Lagos",Added on 12 Jun 2020,5,5,"70,000,000"
6 bedroom detached duplex for sale,"  Off Monastery Road, Near Diamond Estate, Behind Shoprite, Sangotedo, Ajah, Lagos",Added on 12 Jun 2020,6,8,"120,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 12 May 2020,5,7,"200,000,000"
4 bedroom terraced duplex for sale,"  Osborne, Ikoyi, Lagos",Added on 15 May 2020,4,4,"110,000,000"
4 bedroom semi-detached duplex for sale,"  Adeniyi Jones, Ikeja, Lagos",Added on 21 May 2020,4,4,"70,000,000"
4 bedroom semi-detached duplex for sale,"  By 2nd Tollgate, Lekki Phase 2, Lekki, Lagos",Added on 27 May 2020,4,5,"65,000,000"
4 bedroom detached duplex for sale,"  Oniru, Lekki Phase 1, Lekki, Lagos",Added on 10 Jun 2020,4,4,"150,000,000"
Detached bungalow for sale,"  Magboro, Ogun",Added on 12 Jun 2020,4,4,"25,000,000"
3 bedroom terraced duplex for sale,"  Lafiaji, Lekki, Lagos",Added on 04 Jun 2020,3,3,"35,000,000"
?,"  Lafiaji, Lekki, Lagos",?,3,3,"35,000,000"
4 bedroom detached duplex for sale,"  Pinnock Beach Estate, Osapa, Lekki, Lagos",Added on 12 Jun 2020,4,4,"190,000,000"
4 bedroom terraced duplex for sale,"  Off Hakeem Dickson, Lekki Phase 1, Lekki, Lagos",Added on 12 Jun 2020,4,4,"130,000,000"
1 bedroom terraced duplex for sale,"  By Landmark And The Oceania, Oniru, Victoria Island (VI), Lagos",Added on 12 Jun 2020,1,1,"32,000,000"
4 bedroom semi-detached bungalow for sale,"  Off Awolowo Way., Allen, Ikeja, Lagos",Added on 11 Jun 2020,4,4,"65,000,000"
3 bedroom terraced bungalow for sale,"  Abraham Adesanya, Ajah, Lagos",Added on 11 Jun 2020,3,3,"13,000,000"
4 bedroom terraced duplex for sale,"  Ikota, Lekki, Lagos",Added on 11 Jun 2020,4,4,"40,000,000"
3 bedroom detached bungalow for sale,"  Whitehouse, Command, Abule Egba, Agege, Lagos",Added on 09 Jun 2020,3,4,"13,000,000"
5 bedroom detached duplex for sale,"  Akeja, Ait Road, Meiran, Agege, Lagos",Added on 04 Jun 2020,5,4,"40,000,000"
90 bedroom block of flats for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 10 Jun 2020,90,90,"14,080,000,000"
18 bedroom block of flats for sale,"  Shomolu, Lagos",Added on 18 May 2020,18,18,"60,000,000"
4 bedroom terraced duplex for sale,"  Off Mobil Road, Ilaje, Ajah, Lagos",Added on 11 Jun 2020,4,4,"40,000,000"
?,,?,,,
3 bedroom semi-detached duplex for sale,"  Vantage Court, Bogije, Ibeju Lekki, Lagos",Added on 12 Aug 2020,3,4,"26,500,000"
3 bedroom block of flats for sale,"  Ifako, Gbagada, Lagos",Added on 05 Jun 2020,3,18,"90,000,000"
36 bedroom block of flats for sale,"  Obanikoro, Shomolu, Lagos",Added on 11 Jun 2020,36,36,"290,000,000"
4 bedroom semi-detached bungalow for sale,"  Godab Estate Off Life Camp After Stella Maris College, Life Camp, Abuja",Added on 11 Jun 2020,4,5,"70,000,000"
3 bedroom detached duplex for sale,"  Abijo Gra, Sangotedo, Ajah, Lagos",Added on 03 Jun 2020,3,3,"24,000,000"
4 bedroom semi-detached duplex for sale,"  Off Awolowo Way, Ikeja, Lagos",Added on 11 Jun 2020,4,4,"65,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron, Lekki Expressway, Lekki, Lagos",Added on 11 May 2019,4,5,"54,000,000"
5 bedroom detached duplex for sale,"  Nicon Town, Lekki, Lagos",Added on 11 Jun 2020,5,5,"300,000,000"
5 bedroom detached duplex for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 11 Jun 2020,5,5,"130,000,000"
4 bedroom detached duplex for sale,"  Magodo Shangisha Gra Phase 2 By Alausa, Magodo, Lagos",Added on 11 Jun 2020,4,4,"130,000,000"
?,"  Magodo Shangisha Gra Phase 2 By Alausa, Magodo, Lagos",?,4,4,"130,000,000"
5 bedroom house for sale,"  Ikate Elegushi, Lekki, Lagos",Added on 11 Jun 2020,5,5,"90,000,000"
5 bedroom detached duplex for sale,"  Off Freedom Way, Lekki Phase 1, Lekki, Lagos",Added on 25 May 2019,5,4,"130,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 11 Jun 2020,5,5,"250,000,000"
4 bedroom terraced duplex for sale,"  Chevron Alternative Road, Lekki, Lagos",Added on 11 Jun 2020,4,5,"45,000,000"
4 bedroom semi-detached duplex for sale,"  Chevron Drive, Lekki Phase 2, Lekki, Lagos",Added on 11 Jun 2020,4,4,"66,000,000"
3 bedroom semi-detached duplex for sale,"  Inside Ocean Breeze Estate, Ologolo, Lekki, Lagos",Added on 08 Jun 2020,3,3,"40,000,000"
4 bedroom semi-detached duplex for sale,"  Chevy View Estate, Lekki Phase 1, Lekki, Lagos",Added on 11 Jun 2020,4,4,"70,000,000"
4 bedroom terraced duplex for sale,"  Victoria Island, Victoria Island (VI), Lagos",Added on 11 Jun 2020,4,4,"180,000,000"
3 bedroom detached bungalow for sale,"  Thomas Estate, Ajah, Lagos",Added on 11 Jun 2020,3,4,"31,000,000"
5 bedroom detached duplex for sale,"  Victoria Island (VI), Lagos",Added on 16 Jun 2019,5,5,"270,000,000"
6 bedroom detached duplex for sale,"  Off Adebayo Doherty St, Lekki Phase 1, Lekki, Lagos",Added on 10 May 2020,6,6,"280,000,000"
?,,?,,,
2 bedroom terraced duplex for sale,"  Abijo Gra, VGC, Lekki, Lagos",Added on 23 Aug 2020,2,2,"15,000,000"
5 bedroom detached duplex for sale,"  Off Duro-sinmi Etti Drive, Lekki Phase 1, Lekki, Lagos",Added on 10 May 2020,5,5,"200,000,000"
3 bedroom block of flats for sale,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",Added on 11 May 2020,3,3,"2,300,000,000"
4 bedroom detached duplex for sale,"  Oko-awo Street, Off Adetokunbo Ademola, Victoria Island (VI), Lagos",Added on 10 Jun 2020,4,8,"500,000,000"
3 bedroom block of flats for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 10 Jun 2020,3,3,"900,000,000"
4 bedroom terraced duplex for sale,"  Near Lekki Phase 1, Ikate Elegushi, Lekki, Lagos",Added on 11 Jun 2020,4,4,"65,000,000"
3 bedroom detached duplex for sale,"  Within A Secured Estate Around Blenco Supermarket Before Shop Rite, Sangotedo, Ajah, Lagos",Added on 11 Jun 2020,3,4,"34,000,000"
5 bedroom terraced duplex for sale,"  Off Nnobi Street, Kilo, Surulere, Lagos",Added on 11 Jun 2020,5,4,"50,000,000"
5 bedroom detached duplex for sale,"  Cowrie Creek Estate, Lekki Phase 1, Lekki, Lagos",Added on 11 Jun 2020,5,5,"190,000,000"
4 bedroom detached bungalow for sale,"  Mayfair Garden Estate, Awoyaya, Ajah, Lagos",Added on 11 Jun 2020,4,4,"40,000,000"
?,"  Mayfair Garden Estate, Awoyaya, Ajah, Lagos",?,4,4,"40,000,000"
5 bedroom detached duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 19 Feb 2020,5,5,"400,000,000"
3 bedroom block of flats for sale,"  Abijo, Lekki, Lagos",Added on 26 May 2020,3,5,"29,500,000"
4 bedroom detached duplex for sale,"  Chevron, Lekki Expressway, Lekki, Lagos",Added on 09 Jun 2020,4,5,"68,000,000"
5 bedroom semi-detached bungalow for sale,"  Osapa London, Lekki Phase 2, Lekki, Lagos",Added on 30 May 2020,5,5,"78,000,000"
5 bedroom terraced duplex for sale,"  Near Lekki Phase 1, Ikate Elegushi, Lekki, Lagos",Added on 10 Jun 2020,5,5,"75,000,000"
5 bedroom detached duplex for sale,"  Chevron Drive, Lekki Expressway, Lekki, Lagos",Added on 10 Jun 2020,5,6,"72,000,000"
5 bedroom detached duplex for sale,"  Canal West Estate, Osapa, Lekki, Lagos",Added on 10 Jun 2020,5,5,"80,000,000"
4 bedroom detached duplex for sale,"  Orchid Road., Lekki, Lagos",Added on 10 Jun 2020,4,6,"59,500,000"
4 bedroom detached duplex for sale,"  Lekki County Homes, Ikota, Lekki, Lagos",Added on 10 Jun 2020,4,5,"90,000,000"
4 bedroom semi-detached duplex for sale,"  County Road, Ikota, Lekki, Lagos",Added on 10 Jun 2020,4,5,"35,000,000"
4 bedroom detached duplex for sale,"  Independence Layout, Enugu, Enugu",Added on 10 Jun 2020,4,4,"80,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Sapata Road- Applewood3 Estate, VGC, Lekki, Lagos",Added on 15 May 2020,4,,"40,000,000"
5 bedroom terraced duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 10 Jun 2020,5,5,"150,000,000"
4 bedroom detached duplex for sale,"  GRA, Magodo, Lagos",Added on 19 Apr 2020,4,4,"85,000,000"
5 bedroom detached duplex for sale,"  Magodo Phase 1, Isheri, GRA, Magodo, Lagos",Added on 26 May 2020,5,5,"78,000,000"
5 bedroom terraced duplex for sale,"  Opebi, Ikeja, Lagos",Added on 05 Dec 2019,5,5,"78,000,000"
5 bedroom detached duplex for sale,"  Arcadia Groove Estate, Beside Pinnock Beach Estate Osapa London, Osapa, Lekki, Lagos",Added on 10 Jun 2020,5,5,"320,000,000"
5 bedroom detached duplex for sale,"  Off Ebaeno Supermarket, Gaduwa, Abuja",Added on 10 Jun 2020,5,5,"180,000,000"
4 bedroom terraced duplex for sale,"  Richmondgate Estate, Near Lekki Phase 1, Ikate Elegushi, Lekki, Lagos",Added on 10 Jun 2020,4,4,"90,000,000"
6 bedroom detached duplex for sale,"  Osapa London, Lekki Phase 2, Lekki, Lagos",Added on 10 Jun 2020,6,6,"95,000,000"
4 bedroom semi-detached duplex for sale,"  First Gate, GRA, Isheri North, Lagos",Added on 24 Feb 2020,4,4,"40,000,000"
?,"  First Gate, GRA, Isheri North, Lagos",?,4,4,"40,000,000"
4 bedroom detached duplex for sale,"  Within A Gated Estate, Opic, Isheri North, Lagos",Added on 23 Jan 2020,4,5,"50,000,000"
4 bedroom semi-detached duplex for sale,"  GRA, Ogudu, Lagos",Added on 10 Jun 2020,4,4,"50,000,000"
5 bedroom house for sale,"  Oral Estate, Ikota, Lekki, Lagos",Added on 10 Jun 2020,5,5,"75,000,000"
4 bedroom semi-detached duplex for sale,"  Oral Estate, Ikota, Lekki, Lagos",Added on 10 Jun 2020,4,4,"55,000,000"
5 bedroom detached duplex for sale,"  Lekky County Homes, Ikota, Lekki, Lagos",Added on 10 Jun 2020,5,5,"105,000,000"
5 bedroom detached duplex for sale,"  Ikota Villa Estate, Ikota, Lekki, Lagos",Added on 10 Jun 2020,5,5,"65,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota Villa Estate, Ikota, Lekki, Lagos",Added on 10 Jun 2020,4,4,"55,000,000"
4 bedroom terraced duplex for sale,"  Off Bourdillion Road, Old Ikoyi, Ikoyi, Lagos",Added on 10 Jun 2020,4,4,"270,000,000"
4 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 10 Jun 2020,4,4,"175,000,000"
4 bedroom semi-detached duplex for sale,"  Ikota Villa Estate, Ikota, Lekki, Lagos",Added on 10 Jun 2020,4,4,"60,000,000"
4 bedroom terraced duplex for sale,"  Gbamgbala Road, Ikate Elegushi, Lekki, Lagos",Added on 16 Nov 2019,4,4,"72,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Sapata Road- Applewood3 Estate, VGC, Lekki, Lagos",Added on 15 May 2020,4,,"40,000,000"
4 bedroom terraced duplex for sale,"  Osborne, Ikoyi, Lagos",Added on 10 Jun 2020,4,4,"200,000,000"
4 bedroom semi-detached duplex for sale,"  Oral Estate, Ikota, Lekki, Lagos",Added on 10 Jun 2020,4,4,"55,000,000"
4 bedroom semi-detached duplex for sale,"  Earl's Court Estate, Lekki Phase 1, Lekki, Lagos",Added on 12 Nov 2019,4,4,"119,000,000"
5 bedroom semi-detached duplex for sale,"  Calton Gate Estate Chevron Drive, Lekki Expressway, Lekki, Lagos",Added on 28 Nov 2019,5,4,"149,000,000"
5 bedroom terraced duplex for sale,"  Queen Drive, Old Ikoyi, Ikoyi, Lagos",Added on 08 Dec 2019,5,5,"220,000,000"
4 bedroom terraced duplex for sale,"  Osborne, Ikoyi, Lagos",Added on 08 Jun 2020,4,5,"160,000,000"
4 bedroom terraced duplex for sale,"  Kusunla Road Ikate Lekki, Ikate Elegushi, Lekki, Lagos",Added on 19 Feb 2020,4,5,"80,000,000"
4 bedroom terraced duplex for sale,"  Chevron Alternative Route, Lekki Phase 2, Lekki, Lagos",Added on 22 Feb 2020,4,4,"44,000,000"
5 bedroom detached duplex for sale,"  Lekky County Homes, Ikota, Lekki, Lagos",Added on 08 Jun 2020,5,6,"95,000,000"
?,"  Lekky County Homes, Ikota, Lekki, Lagos",?,5,6,"95,000,000"
4 bedroom terraced duplex for sale,"  Gbagada Phase 1, Gbagada, Lagos",Added on 10 Jun 2020,4,4,"60,000,000"
4 bedroom detached duplex for sale,"  Lafiaji, Lekki, Lagos",Added on 17 May 2020,4,6,"79,000,000"
5 bedroom detached duplex for sale,"  Off Admiralty, Lekki Phase 1, Lekki, Lagos",Added on 16 Nov 2018,5,5,"100,000,000"
5 bedroom detached duplex for sale,"  Nicon Town, Lekki, Lagos",Added on 22 Jul 2019,5,5,"360,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 29 Jul 2019,5,5,"200,000,000"
4 bedroom semi-detached duplex for sale,"  Off Admiralty, Lekki Phase 1, Lekki, Lagos",Added on 01 Nov 2019,4,4,"120,000,000"
5 bedroom terraced duplex for sale,"  Old Ikoyi, Ikoyi, Lagos",Added on 04 Feb 2020,5,5,"220,000,000"
4 bedroom house for sale,"  Off Bourdillion, Old Ikoyi, Ikoyi, Lagos",Added on 17 Feb 2020,4,4,"450,000,000"
3 bedroom house for sale,"  Off Kingsway Road, Old Ikoyi, Ikoyi, Lagos",Added on 18 Feb 2020,3,3,"150,000,000"
3 bedroom block of flats for sale,"  Off Kingsway Road, Old Ikoyi, Ikoyi, Lagos",Added on 18 Feb 2020,3,3,"130,000,000"
5 bedroom detached duplex for sale,"  Lekki Phase 1, Lekki, Lagos",Added on 19 Feb 2020,5,3,"160,000,000"
?,,?,,,
4 bedroom terraced duplex for sale,"  Sapata Road- Applewood3 Estate, VGC, Lekki, Lagos",Added on 15 May 2020,4,,"40,000,000"
4 bedroom semi-detached duplex for sale,"  Osborne, Ikoyi, Lagos",Added on 20 May 2020,4,4,"200,000,000"
4 bedroom terraced duplex for sale,"  Bishopsgate Residences, Kusenla Road., Ikate Elegushi, Lekki, Lagos",Added on 27 May 2020,4,4,"65,000,000"
4 bedroom terraced duplex for sale,"  Adebayo Doherty Road., Lekki Phase 1, Lekki, Lagos",Added on 10 Jun 2020,4,4,"100,000,000"
3 bedroom semi-detached duplex for sale,"  Amity Estate, Sangotedo, Ajah, Lagos",Added on 10 Jun 2020,3,5,"30,000,000"
3 bedroom semi-detached duplex for sale,"  Divine Homes Thomas Estate Ajah, Ajah, Lagos",Added on 18 Feb 2020,3,3,"35,000,000"
5 bedroom detached duplex for sale,"  Gwarinpa, Abuja",Added on 10 Jun 2020,5,6,"70,000,000"
4 bedroom detached bungalow for sale,"  Bayeku Road, Igbogbo, Ikorodu, Lagos",Added on 10 Jun 2020,4,4,"13,000,000"
5 bedroom detached duplex for sale,"  Chevron, Lekki Expressway, Lekki, Lagos",Added on 09 Jun 2020,5,6,"85,000,000"
4 bedroom detached duplex for sale,"  Lekki Phase 2, Lekki, Lagos",Added on 22 Apr 2020,4,4,"55,000,000"
?,"  Lekki Phase 2, Lekki, Lagos",?,4,4,"55,000,000"
1 bedroom block of flats for sale,"  Alamala Bustop, Off Igbogbo-bayeku Road, Igbogbo, Ikorodu, Lagos",Added on 09 Jun 2020,1,1,"21,000,000"
4 bedroom semi-detached duplex for sale,"  Off Orchid Hotel Road By Chevron Tollgate, Lafiaji, Lekki, Lagos",Added on 03 May 2020,4,1,"42,000,000"
